timestamp_ns,x,y,z,roll_rad,pitch_rad,yaw_rad,vx,vy,vz
1784194200000789246,1.407641,0.809763,-0.000669,-0.000898,0.000544,-0.107978,0.000000,0.000000,0.000000
1784194200010534446,1.408255,0.809990,0.000125,-0.000525,0.003507,-0.108327,0.061351,0.022714,0.079368
1784194200019927087,1.408696,0.810053,0.000013,-0.001240,-0.002257,-0.108677,0.044130,0.006225,-0.011172
1784194200030303935,1.408851,0.810036,-0.000177,0.000656,0.001790,-0.109026,0.015552,-0.001693,-0.018990
1784194200039967891,1.409002,0.810508,0.000002,-0.000075,-0.003281,-0.109375,0.015081,0.047272,0.017843
1784194200050557017,1.409126,0.808261,-0.000432,-0.001469,-0.002351,-0.109725,0.012419,-0.224775,-0.043342
1784194200059724974,1.409461,0.808680,0.000174,-0.002216,0.002069,-0.110074,0.033484,0.041935,0.060547
1784194200071395907,1.410449,0.808893,0.000168,0.002217,-0.000488,-0.110423,0.098733,0.021281,-0.000582
1784194200080413419,1.410498,0.808069,0.000293,0.002260,-0.000659,-0.110772,0.004912,-0.082414,0.012504
1784194200090546712,1.410730,0.808559,-0.000492,-0.000520,-0.000605,-0.111122,0.023239,0.048981,-0.078468
1784194200100888214,1.411176,0.807879,0.000288,-0.001448,-0.003633,-0.111471,0.044599,-0.068001,0.077972
1784194200110090790,1.410687,0.807217,-0.001017,0.001493,0.000031,-0.111820,-0.048947,-0.066161,-0.130536
1784194200120678426,1.411286,0.807601,-0.000274,0.001287,-0.000377,-0.112169,0.059974,0.038367,0.074369
1784194200130028202,1.411659,0.807129,-0.000206,-0.002327,0.000962,-0.112518,0.037271,-0.047127,0.006785
1784194200140932328,1.411950,0.808194,-0.000675,-0.001753,-0.002559,-0.112867,0.029041,0.106449,-0.046903
1784194200149909240,1.412121,0.806849,-0.000046,0.000744,-0.001319,-0.113216,0.017191,-0.134450,0.062865
1784194200160501326,1.412856,0.806779,-0.000127,-0.003425,-0.001085,-0.113565,0.073437,-0.006993,-0.008095
1784194200170489361,1.413475,0.807621,-0.000017,-0.005006,0.000651,-0.113914,0.061869,0.084179,0.011013
1784194200179769239,1.413115,0.806107,0.000313,0.002389,0.001452,-0.114263,-0.035929,-0.151455,0.033027
1784194200189232422,1.413694,0.805662,0.000297,0.000770,-0.001603,-0.114612,0.057900,-0.044475,-0.001643
1784194200199794988,1.414117,0.805701,0.000858,-0.000531,0.005099,-0.114960,0.042302,0.003884,0.056137
1784194200209851773,1.413655,0.806341,0.000068,0.000056,-0.002509,-0.115309,-0.046271,0.064056,-0.079024
1784194200220185593,1.414012,0.805449,-0.000470,-0.000443,-0.000282,-0.115658,0.035752,-0.089186,-0.053738
