timestamp_ns,x,y,z,roll_rad,pitch_rad,yaw_rad,vx,vy,vz
1784107799999686510,0.159374,1.470492,0.001190,-0.000438,-0.002052,-0.381162,0.000000,0.000000,0.000000
1784107800010103413,0.159181,1.469476,-0.000424,0.000971,-0.001611,-0.380854,-0.019333,-0.101577,-0.161403
1784107800019556311,0.157915,1.470099,0.000029,0.000481,0.003133,-0.380545,-0.126625,0.062309,0.045335
1784107800029659309,0.157932,1.469037,-0.000424,-0.001526,0.000905,-0.380236,0.001708,-0.106252,-0.045333
1784107800039931455,0.157485,1.469466,-0.000062,0.000101,0.001071,-0.379927,-0.044645,0.042902,0.036237
1784107800050566903,0.157126,1.470276,0.000262,0.001091,0.000264,-0.379618,-0.035939,0.081042,0.032400
1784107800059771481,0.155743,1.470353,-0.000439,-0.001184,0.000464,-0.379309,-0.138353,0.007671,-0.070162
1784107800069424899,0.155808,1.469911,-0.000217,-0.003887,-0.002032,-0.379000,0.006504,-0.044178,0.022195
1784107800079658229,0.154797,1.468745,-0.000978,-0.000547,0.002483,-0.378690,-0.101094,-0.116613,-0.076054
1784107800090587564,0.154725,1.468530,0.000499,0.000878,0.000255,-0.378380,-0.007128,-0.021554,0.147696
1784107800099533967,0.153156,1.469724,0.000501,-0.000597,-0.001997,-0.378071,-0.156921,0.119439,0.000192
1784107800110373934,0.153155,1.469742,0.000381,0.003554,-0.000483,-0.377761,-0.000136,0.001817,-0.012021
1784107800120337763,0.153181,1.469781,0.000653,0.000270,0.001543,-0.377451,0.002611,0.003931,0.027224
1784107800130247298,0.152177,1.469494,0.000280,0.002361,-0.001891,-0.377141,-0.100406,-0.028749,-0.037359
1784107800139414819,0.151733,1.469901,-0.000086,-0.000454,0.000498,-0.376830,-0.044406,0.040662,-0.036543
1784107800149490093,0.151019,1.469817,0.000511,-0.000527,0.000115,-0.376520,-0.071343,-0.008349,0.059707
1784107800160210340,0.150687,1.470097,-0.000464,-0.002870,-0.001801,-0.376209,-0.033259,0.027988,-0.097470
1784107800170338730,0.150100,1.469670,0.000522,-0.002418,-0.002126,-0.375899,-0.058698,-0.042663,0.098592
1784107800179953141,0.149484,1.470732,-0.000532,-0.001165,0.000402,-0.375588,-0.061567,0.106126,-0.105426
1784107800189022712,0.148813,1.469591,-0.000873,-0.000979,0.002526,-0.375277,-0.067141,-0.114021,-0.034151
1784107800200550999,0.148609,1.470532,-0.000244,0.003270,-0.001750,-0.374966,-0.020379,0.094058,0.062900
1784107800209001148,0.147755,1.470419,-0.000515,-0.000124,0.001491,-0.374655,-0.085362,-0.011272,-0.027060
1784107800219693798,0.147461,1.470208,-0.000313,-0.000411,0.004007,-0.374344,-0.029478,-0.021167,0.020198
1784107800229562664,0.146110,1.469847,0.000087,0.000534,0.002039,-0.374032,-0.135060,-0.036053,0.039993
1784107800240732630,0.145772,1.470643,0.000246,0.002484,-0.000007,-0.373721,-0.033834,0.079571,0.015880
1784107800250280746,0.145976,1.470443,0.000448,0.000333,0.004732,-0.373409,0.020392,-0.019964,0.020219
1784107800259905057,0.144500,1.470692,0.000078,-0.000742,-0.001201,-0.373097,-0.147514,0.024938,-0.037000
1784107800269716848,0.145414,1.470610,0.000234,-0.002235,-0.002840,-0.372786,0.091322,-0.008223,0.015576
1784107800280024513,0.143909,1.471102,-0.000436,0.001017,-0.002461,-0.372474,-0.150499,0.049209,-0.066956
1784107800289966357,0.142436,1.470405,-0.000070,-0.002936,-0.000103,-0.372161,-0.147226,-0.069705,0.036565
1784107800300514949,0.142087,1.470667,0.000365,-0.002856,-0.001777,-0.371849,-0.034946,0.026159,0.043543
1784107800309897257,0.142104,1.470487,0.000167,0.001976,-0.000959,-0.371537,0.001741,-0.017960,-0.019778
1784107800320029529,0.141005,1.470583,-0.000698,0.001055,0.000962,-0.371224,-0.109880,0.009613,-0.086529
1784107800330214693,0.139859,1.471611,-0.000266,0.005629,-0.000655,-0.370912,-0.114639,0.102757,0.043231
1784107800340193852,0.140145,1.471016,-0.000168,-0.002579,0.000118,-0.370599,0.028599,-0.059538,0.009759
1784107800349446248,0.139551,1.470796,-0.000561,-0.000685,0.000224,-0.370286,-0.059418,-0.021960,-0.039303
1784107800359430371,0.139124,1.470996,-0.000433,-0.000458,-0.002473,-0.369973,-0.042730,0.019988,0.012839
1784107800370120584,0.138371,1.470407,0.000332,0.001223,0.000032,-0.369660,-0.075254,-0.058924,0.076422
1784107800379026512,0.138296,1.470699,-0.000344,-0.000954,-0.000707,-0.369347,-0.007465,0.029244,-0.067523
1784107800390117428,0.137253,1.470633,0.000378,-0.000673,-0.002224,-0.369033,-0.104319,-0.006602,0.072197
1784107800399730687,0.136328,1.470671,-0.000117,0.000074,-0.001716,-0.368720,-0.092512,0.003750,-0.049557
1784107800410188679,0.135636,1.471811,-0.000124,0.002333,-0.001384,-0.368406,-0.069220,0.114059,-0.000668
1784107800419026801,0.135486,1.471210,0.000197,-0.000103,0.001039,-0.368092,-0.014997,-0.060068,0.032138
1784107800429392589,0.135252,1.470367,0.000454,0.003543,0.000516,-0.367778,-0.023355,-0.084386,0.025691
1784107800439371133,0.133875,1.470882,0.000065,0.000947,-0.000267,-0.367464,-0.137696,0.051507,-0.038972
1784107800449632058,0.133302,1.471245,-0.000064,0.001020,-0.000226,-0.367150,-0.057294,0.036325,-0.012826
1784107800459198736,0.133497,1.471565,-0.001077,0.003131,-0.000207,-0.366836,0.019450,0.032015,-0.101379
1784107800469937264,0.132187,1.471083,-0.000385,0.002801,-0.000794,-0.366522,-0.130973,-0.048221,0.069270
1784107800480050221,0.131314,1.471032,0.000318,-0.000781,0.002301,-0.366207,-0.087354,-0.005097,0.070236
1784107800489906411,0.130973,1.470016,0.000936,-0.000993,0.001299,-0.365893,-0.034102,-0.101604,0.061856
1784107800500481259,0.130570,1.471238,0.000264,0.001032,-0.000893,-0.365578,-0.040236,0.122171,-0.067251
1784107800509590808,0.129473,1.471299,0.000196,-0.001850,0.001090,-0.365263,-0.109684,0.006124,-0.006743
1784107800518818194,0.128651,1.471230,-0.000072,0.000770,-0.000826,-0.364948,-0.082222,-0.006905,-0.026783
1784107800529776411,0.128727,1.471533,0.000278,0.001460,-0.000135,-0.364633,0.007619,0.030327,0.034954
1784107800541046405,0.127704,1.471647,0.000016,0.001457,-0.001813,-0.364318,-0.102321,0.011398,-0.026216
1784107800549496435,0.127385,1.472051,-0.000018,-0.002569,0.000946,-0.364002,-0.031969,0.040433,-0.003400
1784107800560693047,0.127616,1.471656,-0.000435,-0.000692,-0.001006,-0.363687,0.023105,-0.039518,-0.041644
1784107800570294778,0.125799,1.472283,0.000238,0.001331,-0.001305,-0.363371,-0.181663,0.062662,0.067303
1784107800580214123,0.126377,1.472151,0.000068,-0.002091,-0.000404,-0.363056,0.057752,-0.013142,-0.016998
1784107800589980353,0.125925,1.471516,-0.000130,-0.001019,-0.000379,-0.362740,-0.045169,-0.063573,-0.019858
1784107800601203417,0.125036,1.471600,-0.000002,0.005743,-0.000058,-0.362424,-0.088833,0.008406,0.012816
1784107800609677876,0.123985,1.471585,0.000419,0.000344,-0.002509,-0.362108,-0.105167,-0.001467,0.042075
1784107800620046571,0.124459,1.471365,-0.000206,-0.000013,-0.000899,-0.361792,0.047396,-0.022028,-0.062496
1784107800629659481,0.123015,1.470988,0.000483,0.002550,0.000607,-0.361475,-0.144427,-0.037700,0.068889
1784107800639885872,0.122831,1.471769,-0.000119,0.002110,-0.000963,-0.361159,-0.018306,0.078088,-0.060208
1784107800649943708,0.121911,1.471570,-0.000059,0.002334,0.000197,-0.360842,-0.092009,-0.019813,0.006028
1784107800660163968,0.121392,1.471698,0.000886,0.003352,-0.002852,-0.360526,-0.051894,0.012705,0.094519
1784107800670237704,0.120821,1.472238,0.000043,-0.002183,-0.000000,-0.360209,-0.057177,0.054002,-0.084285
1784107800679659162,0.119592,1.470938,-0.000677,0.000229,0.000293,-0.359892,-0.122825,-0.129999,-0.072032
1784107800689980312,0.119775,1.471605,-0.000127,-0.002680,-0.000209,-0.359575,0.018212,0.066737,0.054966
1784107800699441404,0.119411,1.471692,0.000719,0.002231,0.002446,-0.359258,-0.036390,0.008706,0.084652
1784107800710517419,0.119089,1.471322,-0.000188,0.003663,0.002324,-0.358940,-0.032201,-0.036951,-0.090684
1784107800719726871,0.118001,1.471385,0.000590,-0.000017,0.000858,-0.358623,-0.108728,0.006207,0.077754
