timestamp_ns,x,y,z,roll_rad,pitch_rad,yaw_rad,vx,vy,vz
1784021399999759755,0.181656,-0.559406,-0.000672,-0.000836,0.000963,-0.441965,0.000000,0.000000,0.000000
1784021400010136469,0.181976,-0.558219,0.000547,0.000883,0.001744,-0.441708,0.032014,0.118630,0.121875
1784021400020197528,0.182100,-0.558886,0.000265,0.000788,0.000459,-0.441452,0.012413,-0.066665,-0.028166
1784021400028901280,0.182972,-0.559047,-0.000549,0.001099,-0.000657,-0.441195,0.087240,-0.016130,-0.081379
1784021400039828166,0.182884,-0.558805,-0.000081,0.000048,-0.002739,-0.440938,-0.008822,0.024245,0.046761
1784021400049487613,0.184031,-0.559142,-0.000023,-0.002574,-0.000009,-0.440681,0.114633,-0.033758,0.005818
1784021400059728466,0.184297,-0.558619,0.000152,-0.001931,-0.000859,-0.440424,0.026679,0.052390,0.017436
1784021400069386919,0.184812,-0.558856,-0.001351,-0.003606,-0.001090,-0.440167,0.051466,-0.023725,-0.150259
1784021400080141253,0.185680,-0.559949,0.000009,0.000662,0.004954,-0.439910,0.086777,-0.109304,0.136006
1784021400089885504,0.184634,-0.560248,0.000478,-0.002116,0.002263,-0.439652,-0.104596,-0.029873,0.046856
1784021400099011990,0.186101,-0.560208,0.000513,0.000991,0.002321,-0.439395,0.146671,0.003954,0.003501
1784021400109901960,0.186175,-0.559361,-0.000223,-0.001541,0.004058,-0.439137,0.007457,0.084701,-0.073568
1784021400120013484,0.187103,-0.560599,-0.000372,0.000650,0.001074,-0.438879,0.092794,-0.123754,-0.014853
1784021400130192980,0.187212,-0.559766,0.001246,0.000807,0.000276,-0.438621,0.010881,0.083202,0.161722
1784021400139591819,0.187523,-0.560423,0.000061,0.001052,0.001084,-0.438363,0.031140,-0.065636,-0.118467
1784021400149967903,0.188414,-0.561139,-0.000366,0.002886,0.002632,-0.438105,0.089106,-0.071606,-0.042730
1784021400159375147,0.188781,-0.561083,0.000858,-0.000800,-0.000447,-0.437846,0.036710,0.005551,0.122452
1784021400169651737,0.189871,-0.560200,0.000814,-0.000608,-0.000114,-0.437588,0.109005,0.088365,-0.004398
1784021400179529541,0.189722,-0.561686,0.000162,-0.001580,0.001022,-0.437329,-0.014946,-0.148651,-0.065215
1784021400189663749,0.190546,-0.561374,0.000256,0.001932,-0.001893,-0.437071,0.082419,0.031199,0.009397
1784021400200413987,0.191193,-0.561220,0.000269,-0.002478,0.001391,-0.436812,0.064655,0.015459,0.001303
1784021400210507113,0.191957,-0.561239,0.000407,-0.000088,0.002300,-0.436553,0.076383,-0.001899,0.013765
1784021400220172620,0.191606,-0.562103,-0.000243,-0.002902,0.001293,-0.436294,-0.035068,-0.086457,-0.065003
1784021400229546368,0.191492,-0.561612,-0.000251,0.000291,0.002486,-0.436035,-0.011376,0.049112,-0.000816
1784021400240682838,0.192412,-0.562566,-0.000154,0.002596,-0.000278,-0.435775,0.091992,-0.095423,0.009740
1784021400249351033,0.193343,-0.562180,0.000465,0.002839,-0.001647,-0.435516,0.093105,0.038662,0.061932
1784021400258787518,0.193593,-0.562283,-0.000596,-0.002232,0.002875,-0.435256,0.025000,-0.010286,-0.106163
1784021400269128196,0.193879,-0.561784,-0.000477,0.000337,0.001684,-0.434996,0.028572,0.049895,0.011932
1784021400279412195,0.194857,-0.562995,-0.000032,-0.000383,0.000520,-0.434736,0.097857,-0.121102,0.044493
1784021400290423241,0.194949,-0.562921,-0.001127,0.000111,-0.000826,-0.434476,0.009157,0.007350,-0.109501
1784021400300660746,0.195116,-0.562890,0.000066,-0.001840,0.001461,-0.434216,0.016741,0.003068,0.119268
1784021400310184977,0.194699,-0.563012,-0.000126,0.000071,0.000236,-0.433956,-0.041712,-0.012107,-0.019190
1784021400320244978,0.196118,-0.562618,-0.000391,-0.002301,-0.000836,-0.433696,0.141827,0.039356,-0.026455
1784021400329951477,0.197117,-0.563467,-0.000072,-0.000563,-0.003130,-0.433435,0.099979,-0.084917,0.031930
1784021400340084178,0.197308,-0.562092,0.000055,0.001088,-0.001385,-0.433175,0.019022,0.137542,0.012611
1784021400349210692,0.198089,-0.563058,-0.000144,0.000415,-0.001012,-0.432914,0.078183,-0.096601,-0.019901
1784021400360280942,0.197642,-0.563538,0.000570,-0.000749,0.000337,-0.432653,-0.044733,-0.048053,0.071401
1784021400369856908,0.198630,-0.564462,-0.000213,-0.000810,-0.003646,-0.432392,0.098832,-0.092359,-0.078295
1784021400380207015,0.199115,-0.563104,-0.000461,-0.002272,-0.001033,-0.432131,0.048482,0.135771,-0.024762
1784021400389674069,0.199373,-0.564565,-0.000264,-0.000943,-0.002033,-0.431869,0.025742,-0.146042,0.019656
1784021400399402097,0.199404,-0.564292,0.000683,0.000303,-0.002448,-0.431608,0.003172,0.027240,0.094712
1784021400409783557,0.200891,-0.564027,0.000252,-0.000461,0.000941,-0.431347,0.148656,0.026533,-0.043026
1784021400419812579,0.201123,-0.564037,-0.000108,0.002626,0.000878,-0.431085,0.023192,-0.001041,-0.036077
1784021400430073119,0.200917,-0.564759,0.000276,-0.001537,0.000747,-0.430823,-0.020583,-0.072220,0.038430
